"x","y","ndvi_mean","ndvi_within_var","ignorance_mean","elevation","elevation_within_var","has_intersection","permutation_id"
4344247.2293532,2285756.50745369,-0.0761795118451118,0,85.9177398681641,0,0,FALSE,"162"
4344020.36083107,2296285.14136206,0.477324664592743,0,97.0847778320312,4.38017272949219,0,FALSE,"162"
4345098.66613737,2276965.93497461,0.455101072788239,0,98.8561401367188,4.81185722351074,0,FALSE,"162"
4343594.58932553,2298542.50499118,0.392303377389908,0,102.074607849121,3.95100879669189,0,FALSE,"162"
4349186.86987812,2286904.53988478,0.33878692984581,0,97.9872665405273,3.72522306442261,0,FALSE,"162"
4350008.37136507,2300534.75493114,0.167196333408356,0,102.186721801758,-1.50579929351807,0,FALSE,"162"
4344761.06271833,2298056.22798662,0.356888115406036,0,101.683517456055,11.6826210021973,0,FALSE,"162"
4353353.17957465,2282720.10785444,0.206424027681351,0,102.023056030273,-1.56104624271393,0,FALSE,"162"
4348406.55664619,2278289.39719046,0.453653275966644,0,56.1942863464355,7.00658702850342,0,FALSE,"162"
4348760.70831142,2303315.76182768,-0.100737810134888,0,89.4645614624023,-1,0,FALSE,"162"
4346436.12295518,2276805.53499609,0.254804879426956,0,96.3013381958008,-0.596260070800781,0,FALSE,"162"
4347716.79524428,2286693.76965053,0.322311073541641,0,98.2477493286133,1.11895263195038,0,FALSE,"162"
4346091.11010042,2301583.93415669,0.275080114603043,0,101.68440246582,0.57208251953125,0,FALSE,"162"
4346356.78445177,2275437.91166548,-0.0715026929974556,0,92.2265014648438,0.104390256106853,0,FALSE,"162"
4348475.69133606,2292814.93024747,0.435890138149261,0,31.5865364074707,17.120979309082,0,FALSE,"162"
4351838.44136926,2281542.1625014,0.297040045261383,0,100.597068786621,2.09352803230286,0,FALSE,"162"
4349166.14443361,2279298.79112804,0.289804667234421,0,56.4848785400391,5.35882520675659,0,FALSE,"162"
4347456.99444121,2282316.294465,0.453024536371231,0,104.13452911377,12.8323440551758,0,FALSE,"162"
4345576.59296729,2302711.25315815,0.273889243602753,0,98.8581390380859,2.1454074382782,0,FALSE,"162"
4346696.23659712,2300377.1049012,0.227087929844856,0,102.19189453125,-3.33916258811951,0,FALSE,"162"
4345748.43921581,2298125.13840419,0.347285330295563,0,103.09513092041,12.4701738357544,0,FALSE,"162"
4347274.61925772,2276874.9198588,0.479378014802933,0,75.3575057983398,13.2767276763916,0,FALSE,"162"
4351303.49360128,2279328.49310482,0.182333827018738,0,100.861610412598,-1.41410291194916,0,FALSE,"162"
4344741.5239292,2288874.35799205,0.434641271829605,0,62.2046241760254,7.59721326828003,0,FALSE,"162"
4345803.10481596,2284372.40237084,0.170593872666359,0,99.377082824707,0.640600144863129,0,FALSE,"162"
4343406.02689517,2298831.75688348,0.439819514751434,0,101.863510131836,12.4810209274292,0,FALSE,"162"
4344242.07790042,2299466.15502988,0.289167463779449,0,101.600883483887,3.43023276329041,0,FALSE,"162"
4347133.80424139,2281286.53158159,0.408892273902893,0,104.10472869873,8.10758113861084,0,FALSE,"162"
4344445.401644,2284536.66723231,0.326958566904068,0,95.1276016235352,-0.782268583774567,0,FALSE,"162"
4345949.97927851,2282850.2604859,0.420325726270676,0,103.354141235352,8.6124324798584,0,FALSE,"162"
4352359.21812688,2284218.72222755,0.506819128990173,0,104.250465393066,-0.981996953487396,0,FALSE,"162"
4351624.66581434,2284951.59045669,0.260920941829681,0,102.788482666016,-0.956665813922882,0,FALSE,"162"
4346463.88407699,2287484.40586608,0.404243409633636,0,98.0678329467773,13.1371774673462,0,FALSE,"162"
4346946.41039842,2288425.39061914,0.428987592458725,0,79.2631683349609,13.1619482040405,0,FALSE,"162"
4346718.62586007,2291021.57439317,0.477411359548569,0,20.5899467468262,10.4116792678833,0,FALSE,"162"
4345138.09467766,2305629.10937881,-0.0599061064422131,0,93.4575881958008,-1,0,FALSE,"162"
4352358.95248743,2279144.15554496,0.308003485202789,0,101.825965881348,1.22059762477875,0,FALSE,"162"
4344958.07379972,2286149.76590777,0.369489073753357,0,89.7836227416992,0.919659614562988,0,FALSE,"162"
4348608.83261612,2304748.10096438,0.4129678606987,0,81.46142578125,-2.67651009559631,0,FALSE,"162"
4346998.09460589,2286595.06275741,0.377136588096619,0,101.205947875977,4.04464864730835,0,FALSE,"162"
4344506.72795099,2282306.4142638,0.439152657985687,0,102.879295349121,9.3095531463623,0,FALSE,"162"
4346880.1700839,2279898.01508082,0.368876606225967,0,103.019340515137,18.5344505310059,0,FALSE,"162"
4343528.4239607,2300843.69661079,0.438747048377991,0,94.7136077880859,8.91536426544189,0,FALSE,"162"
4348973.81016821,2283766.72572058,0.31252047419548,0,99.16748046875,8.67757320404053,0,FALSE,"162"
4346825.91984643,2287550.35192606,0.484585404396057,0,99.4425201416016,8.87677001953125,0,FALSE,"162"
4340975.98671286,2304539.61356961,0.394359201192856,0,81.0270843505859,6.49552249908447,0,FALSE,"162"
4350317.358925,2289217.89141401,0.430004507303238,0,53.8356590270996,2.18305468559265,0,FALSE,"162"
4351118.08834234,2280382.79369545,0.21590693295002,0,100.496032714844,-1.84281480312347,0,FALSE,"162"
4348914.82155396,2282726.1566689,0.388181447982788,0,102.329444885254,14.1860208511353,0,FALSE,"162"
4347222.83193452,2282749.11442002,0.491486668586731,0,103.511291503906,13.8281593322754,0,FALSE,"162"
